title,price,rating,brand,ram,storage,color,processor
"Lenovo IdeaPad Slim 5, Intel Core i5-12450H, 12th Gen, 16GB RAM, 1TB SSD, WUXGA IPS 300Nits, 14""/36cm, Windows 11, Office 21, Grey, 1.46Kg, 83BF0043IN, BacklitKB,FHD Camera,Alexa,3Mon Game Pass Laptop",69999.0,4.1,Lenovo,16GB,1024GB,Grey,Intel
"Lenovo IdeaPad Slim 3 13th Gen Intel Core i7 13620H, 16GB RAM, 512GB SSD, WUXGA IPS, 15.3""/38.8cm, Win 11, Office 2024, Top Metal Cover Grey, 1.6Kg, 83K100CJIN/S1IN, Backlit KB, Laptop",69444.5,4.1,Lenovo,16GB,512GB,Grey,Intel
𝗟𝗲𝗻𝗼𝘃𝗼Model T490 | InteI Core i5 8th Gen Processor | 8GB RAM | 256GB SSD | 14-inch FHD Display | Win 10 pro | A+ Condition Laptop (Refab),30000.0,3.9,Unknown,8GB,256GB,Unknown,Unknown
"Lenovo LOQ Intel Core i5-13450HX| NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/144Hz Refresh Rate/15.6"" (39.6cm)/Windows 11/Office Home 2024/3 Mon. Game Pass/Grey/2.4Kg), 83DV018MIN AI Gaming Laptop",91990.0,4.6,Lenovo,6GB,512GB,Grey,Intel
"Lenovo V14, Intel Core i5-13420H, 8GB RAM, 512GB SSD, FHD 14” (35.56cm), Windows 11 Home, Luna Grey, 1.37Kg, 83GUA052IG, 250 Nits, 1Y Onsite Warranty, Laptop",58700.0,3.9,Lenovo,8GB,512GB,Grey,Intel
HP ZBook EB 645 CB 14” FHD Laptop | AMD Ryzen 5 5625C | 8GB RAM | 256GB SSD | Chrome OS | Lightweight Business Laptop | 1 Year Warranty (767V3PA),44604.0,1.0,HP,8GB,256GB,Unknown,Amd
"acer Aspire Lite,13th Gen, Intel Core i5-13420H Processor, 16 GB RAM, 512 GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, MS Office, Pure Silver, 1.70 kg, AL15-52H, Thin and Light Laptop",64390.0,3.8,acer,Unknown,512GB,Silver,Intel
"ASUS Vivobook 15 (2026),Intel Core 3 100U (i3-14th Gen), Intel iGPU, 8GB/512GB,FHD,15.6""(39.6 cm),Windows 11,M365 Basic(1 Year)* Office 2024,Cool Silver,1.7 Kg, X1504VAP-BQ1321WS,Thin & Light Laptop",52990.0,4.1,ASUS,8GB,Unknown,Silver,Intel
"Acer Chromebook, MediaTek Kompanio 540 Octa-Core Processor, 4GB RAM, 64GB eMMC, Full HD, 11.6""/27.94cm Display, Chrome OS, Black, 1.2 KG, C725, Arm Mali G57 Graphics, WiFi 6E Laptop",19990.0,5.0,Acer,4GB,Unknown,Black,Mediatek
"ASUS Vivobook 16 (2026),Smartchoice,Intel Core Ultra 5 325 (Series 3), Intel iGPU,16GB RAM,512GB SSD,FHD+, 16""(40 cm),Win11,M365 Basic(1Y),Office 24,Quiet Blue,1.88 kg,X1607AA-MB037WS, Copilot+ AI PC",96990.0,5.0,ASUS,16GB,512GB,Blue,Intel
"Acer Aspire 3, Intel Core 3-100U Processor, 8GB RAM/256GB SSD, 14.0""/35.56 cm, Full HD IPS Display, Windows 11 Home, Intel UHD Graphics, Steel Gray, 1.45 Kg, A324-53, Premium Thin and Light Laptop",46990.0,3.9,Acer,8GB,256GB,Gray,Intel
"Lenovo ThinkBook 16, AMD Ryzen 5 7535HS, 16GB RAM, 512GB SSD, WUXGA IPS 16"", Windows 11 Home, Office 2024, 1.7kg, 21MWA0BSIN, Backlit Keyboard, Fingerprint, 300 Nits, 1Y Warranty, Aluminium Top Laptop",82850.0,4.0,Lenovo,16GB,512GB,Unknown,Amd
"HP Professional 15 (2026), Intel (i3 14th Gen) Core 3 100U - (8 GB/512 GB SSD/Intel UHD Graphics) Thin & Light Business Laptop/15.6"" Display/Silver/Copilot Key/1.5kg",48999.0,4.5,HP,Unknown,512GB,Silver,Intel
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Space Black",464490.0,5.0,Apple,36GB,2048GB,Black,Unknown
"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18‑core CPU and 32‑core GPU: Built for AI, 35.97 cm (14.2″) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Silver",475490.0,5.0,Apple,36GB,2048GB,Silver,Unknown
"Apple 2026 MacBook Neo 13"" Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 512GB SSD Storage, 1080p FaceTime HD Camera, Touch ID; Blush",83490.0,4.8,Apple,8GB,512GB,Unknown,Unknown
"Apple 2026 MacBook Air 13″ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6″) Liquid Retina Display, 16GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Starlight",172490.0,4.7,Apple,16GB,1024GB,Unknown,Unknown
